Drugbank id	Weight (Da)
DB05155	671.847
DB05157	-1
DB05159	-1
DB05161	-1
DB05164	-1
DB05165	-1
DB05166	-1
DB05168	1917.06
DB05169	-1
DB05171	419.5
DB05177	-1
DB05183	-1
DB05184	-1
DB05187	384.49
DB05188	670.72
DB05190	-1
DB05191	-1
DB05192	-1
DB05194	-1
DB05197	450.5235
DB05198	-1
DB05199	-1
DB05200	-1
DB05201	-1
DB05202	-1
DB05203	-1
DB05204	-1
DB05205	-1
DB05207	-1
DB05209	-1
DB05210	-1
DB05212	330.468
DB05214	-1
DB05217	-1
DB05218	-1
DB05219	251.05
DB05220	518.93
DB05222	-1
DB05223	358.486
DB05224	-1
DB05225	-1
DB05226	-1
DB05227	-1
DB05228	-1
DB05229	420.4738
DB05232	319.268
DB05233	-1
DB05234	394.3116
DB05235	-1
DB05239	531.318
DB05241	-1
DB05243	-1
DB05245	357.137
DB05246	203.2371
DB05249	-1
DB05252	361.776
DB05253	505.655
DB05254	88411.4
DB05255	447.523
DB05258	20700.0
DB05259	7000.0
DB05260	255.738
DB05262	152.1109
DB05264	-1
DB05265	380.498
DB05266	230.3055
DB05268	-1
DB05271	315.48
DB05273	586.021
DB05276	-1
DB05282	-1
DB05284	334.3637
DB05288	386.4813
DB05289	244.2609
DB05290	-1
DB05294	475.354
DB05295	490.725
DB05296	1166.136
DB05297	1164.3791
DB05298	370.422
DB05299	-1
DB05301	-1
DB05303	-1
DB05304	-1
DB05305	-1
DB05306	-1
DB05308	-1
DB05309	-1
DB05311	7054.0
DB05316	427.564
DB05317	-1
DB05319	-1
DB05321	-1
DB05325	-1
DB05327	420.189
DB05328	-1
DB05332	59000.0
DB05336	148000.0
DB05337	-1
DB05339	379.835
DB05343	186.2912
DB05345	-1
DB05351	369.36
DB05352	-1
DB05361	-1
DB05362	-1
DB05364	-1
DB05367	-1
DB05369	-1
DB05372	-1
DB05374	-1
DB05381	111.1451
DB05382	253.8089
DB05383	74.0851
DB05384	-1
DB05386	-1
DB05387	-1
DB05389	319.821
DB05390	-1
DB05391	-1
DB05394	-1
DB05395	403.9
DB05396	85700.0
DB05398	500.8408
DB05399	616.914
DB05403	615.762
DB05404	-1
DB05405	-1
DB05407	-1
DB05408	569.51
DB05410	541.597
DB05412	513.004
DB05413	5036.5637
DB05414	456.576
DB05415	-1
DB05416	453.498
DB05417	-1
DB05418	-1
DB05419	-1
DB05420	445.032
DB05421	380.404
DB05422	413.95
DB05423	430.544
DB05424	485.938
DB05428	1148.4
DB05429	-1
DB05431	322.336
DB05432	-1
DB05434	994.2317
DB05437	-1
DB05440	-1
DB05442	485.4
DB05443	-1
DB05446	337.349
DB05447	-1
DB05448	188.314
DB05449	-1
DB05451	-1
DB05452	-1
DB05455	-1
DB05457	-1
DB05458	192.2575
DB05459	146500.0
DB05460	529.648
DB05461	476.051
DB05463	-1
DB05464	-1
DB05465	562.703
DB05466	-1
DB05467	-1
DB05468	-1
DB05469	-1
DB05470	404.325
DB05471	-1
DB05472	-1
DB05475	333.3392
DB05476	650.28
DB05478	519.896
DB05479	1664.884
DB05481	-1
DB05482	392.4046
DB05483	-1
DB05484	-1
DB05487	-1
DB05488	-1
DB05489	-1
DB05490	514.209
DB05492	209.245
DB05494	507.672
DB05495	-1
DB05496	-1
DB05501	349.482
DB05505	-1
DB05506	-1
DB05507	-1
DB05509	-1
DB05511	510.2857
DB05513	336.608
DB05514	404.495
DB05518	500.55
DB05521	679.8493
DB05524	467.93
DB05528	7177.11
DB05530	-1
DB05532	422.441
DB05533	-1
DB05540	149.1054
DB05541	212.2887
DB05542	537.1
DB05545	-1
DB05550	-1
DB05552	346.35
DB05553	532.45
DB05555	-1
DB05559	-1
DB05562	450.64
DB05575	373.4509
DB05578	143600.0
DB05590	428.529
DB05595	-1
DB05607	517.96
DB05624	1459.16
DB05630	907.88
DB05631	226.18
DB05642	382.88
DB05644	372.422
DB05656	-1
DB05659	397.4
DB05662	-1
DB05667	531.431
DB05668	221.022
DB05675	-1
DB05676	460.5
DB05678	546.546
DB05679	148600.0
DB05685	-1
DB05687	-1
DB05688	-1
DB05695	408.93
DB05706	529.542
DB05708	308.3743
DB05710	993.58
DB05712	-1
DB05713	459.594
DB05714	525.41
DB05718	-1
DB05736	-1
DB05737	394.427
DB05739	-1
DB05740	-1
DB05744	-1
DB05749	-1
DB05750	-1
DB05752	-1
DB05758	-1
DB05766	-1
DB05767	350.455
DB05771	-1
DB05773	-1
DB05777	-1
DB05779	333.344
DB05785	-1
DB05786	246.3016
DB05787	-1
DB05790	656.124
DB05791	498.962
DB05792	396.437
DB05793	-1
DB05794	219.4523
DB05796	534.6432
DB05797	-1
DB05798	-1
DB05801	-1
DB05804	368.488
DB05806	448.5863
DB05812	349.509
DB05814	241.287
DB05819	-1
DB05824	351.917
DB05829	9420.0
DB05830	288.431
DB05831	-1
DB05838	454.004
DB05846	-1
DB05848	-1
DB05849	-1
DB05854	-1
DB05855	162.2316
DB05860	-1
DB05864	424.531
DB05867	-1
DB05868	774.925
DB05869	116.1152
DB05871	335.848
DB05875	1393.68
DB05879	-1
DB05882	-1
DB05883	-1
DB05885	232.2272
DB05888	-1
DB05889	-1
DB05890	-1
DB05892	-1
DB05895	-1
DB05897	-1
DB05903	489.67
DB05905	-1
DB05906	-1
DB05913	443.44
DB05915	-1
DB05916	-1
DB05920	-1
DB05928	392.438
DB05930	-1
DB05931	-1
DB05932	385.44
DB05934	-1
DB05936	446.434
DB05938	291.41
DB05939	176.183
DB05941	-1
DB05942	-1
DB05943	361.81
DB05944	466.94
DB05945	-1
DB05950	-1
DB05956	391.22
DB05959	311.425
DB05961	624.791
DB05964	228.12
DB05966	697.866
DB05967	-1
DB05968	579.27
DB05969	380.53
DB05971	-1
DB05974	328.408
DB05983	505.699
DB05984	518.423
DB05990	420.6252
DB05992	336.395
DB05993	490.44
DB05996	-1
DB06011	597.724
DB06013	750.758
DB06014	-1
DB06016	427.41
DB06021	851.41
DB06022	-1
DB06039	-1
DB06040	420.48
DB06042	-1
DB06043	154000.0
DB06049	-1
DB06050	-1
DB06058	-1
DB06061	461.232
DB06064	-1
DB06069	-1
DB06070	521.541
DB06073	-1
DB06075	421.504
DB06077	393.506
DB06080	-1
DB06081	27880.0
DB06082	394.11
DB06083	254.329
DB06089	-1
DB06090	361.445
DB06094	7156.97
DB06096	-1
DB06097	-1
DB06098	-1
DB06101	-1
DB06103	-1
DB06109	-1
DB06111	-1
DB06116	-1
DB06117	428.657
DB06119	267.67
DB06124	587.763
DB06127	351.422
DB06133	396.439
DB06134	430.934
DB06137	431.536
DB06138	-1
DB06140	478.41
DB06144	440.941
DB06145	843.065
DB06147	255.317
DB06148	264.3648
DB06149	-1
DB06150	310.329
DB06151	163.195
DB06152	299.414
DB06153	295.44
DB06154	316.1366
DB06155	463.787
DB06156	328.28
DB06157	360.498
DB06159	393.355
DB06160	426.42
DB06162	47750.0
DB06163	532.536
DB06168	145200.0
DB06171	-1
DB06174	413.4205
DB06176	540.69
DB06181	-1
DB06184	-1
DB06185	266.2533
DB06186	148000.0
DB06190	410.9
DB06191	527.616
DB06192	-1
DB06193	325.372
DB06194	442.6489
DB06195	354.4493
DB06196	1304.522
DB06198	244.222
DB06199	510.6218
DB06200	288.4708
DB06201	238.1935
DB06202	413.5512
DB06203	339.3916
DB06204	221.3385
DB06205	61000.0
DB06206	2002.12
DB06207	495.5345
DB06209	373.441
DB06210	442.4666
DB06211	420.504
DB06212	448.941
DB06213	390.354
DB06215	231.531
DB06216	401.84
DB06217	349.471
DB06218	250.2936
DB06219	-1
DB06226	-1
DB06228	435.881
DB06229	420.488
DB06230	339.435
DB06231	256.32
DB06233	990.222
DB06234	376.23
DB06235	282.2907
DB06236	227.195
DB06237	483.951
DB06240	646.744
DB06241	-1
DB06243	182.171
DB06245	-1
DB06246	372.41
DB06247	241.2884
DB06248	538.644
DB06249	475.6
DB06250	290.422
DB06251	600.679
DB06255	287.189
DB06258	297.781
DB06261	215.293
DB06262	213.189
DB06263	483.473
DB06264	245.366
DB06266	321.158
DB06267	516.656
DB06268	454.905
DB06271	6500.0
DB06272	418.6093
DB06273	148000.0
DB06274	424.5326
DB06281	600.4733
DB06282	388.89
DB06283	-1
DB06285	4117.715
DB06287	1030.2871
DB06288	369.479
DB06290	749.939
DB06292	408.873
DB06293	529.524
DB06294	-1
DB06302	619.71
DB06304	-1
DB06305	-1
DB06307	316.485
DB06310	-1
DB06311	666.78
DB06314	359.408
DB06317	148100.0
DB06318	-1
DB06321	483.52
DB06322	-1
DB06324	-1
DB06325	-1
DB06328	47.057
DB06331	311.36
DB06333	685.07
DB06334	390.418
DB06335	315.41
DB06342	-1
DB06343	-1
DB06345	319.449
DB06346	637.84
DB06347	451.55
DB06350	523.94
DB06354	279.344
DB06356	-1
DB06358	354.41
DB06360	-1
DB06362	669.56
DB06365	490.645
DB06366	148000.0
DB06367	540.64
DB06370	385.846
DB06371	-1
DB06372	251000.0
DB06374	458.646
DB06376	-1
DB06379	-1
DB06393	381.442
DB06395	378.49
DB06400	-1
DB06401	470.613
DB06402	1755.65
DB06403	378.428
DB06404	-1
DB06406	-1
DB06408	243.223
DB06409	461.4618
DB06410	412.6478
DB06412	332.484
DB06413	273.35
DB06414	435.277
DB06415	-1
DB06419	765.945
DB06420	640.379
DB06421	269.77
DB06422	313.78
DB06423	-1
DB06429	382.4544
DB06433	257.2184
DB06436	238.2845
DB06439	-1
DB06440	437.47
DB06441	776.35
DB06442	501.73
DB06444	386.576
DB06445	244.427
DB06446	442.5925
DB06447	1455.831
DB06448	638.822
DB06451	6435.16
DB06454	348.421
DB06457	324.403
DB06458	268.36
DB06460	506.551
DB06461	627.97
DB06467	-1
DB06468	283.35
DB06469	439.471
DB06470	161.65
DB06471	343.427
DB06472	367.405
DB06474	-1
DB06475	-1
DB06477	203.245
DB06478	348.359
DB06479	306.3602
DB06480	367.87
DB06481	308.26
DB06486	515.617
DB06492	-1
DB06494	667.73
DB06495	-1
DB06497	577.722
DB06503	-1
DB06506	400.49
DB06510	516.55
DB06511	-1
DB06512	301.474
DB06515	628.718
DB06518	388.368
DB06521	559.52
DB06525	381.476
DB06527	139.173
DB06529	301.309
DB06530	314.3822
DB06533	419.477
DB06534	-1
DB06535	225.244
DB06536	408.465
DB06538	318.392
DB06543	596.852
DB06548	322.1483
DB06549	1098.29
DB06550	-1
DB06552	-1
DB06554	140.1399
DB06557	-1
DB06558	605.625
DB06560	-1
DB06575	352.395
DB06579	351.389
DB06581	584.8262
DB06582	382.46
DB06584	-1
DB06586	401.5821
DB06587	755.987
DB06589	437.518
DB06590	684.67
DB06594	243.301
DB06595	570.649
DB06599	-1
DB06600	371.437
DB06602	147000.0
DB06603	349.434
DB06605	459.4971
DB06606	-1
DB06607	150511.0
DB06608	463.501
DB06611	-1
DB06612	149000.0
DB06614	328.4072
DB06616	530.446
DB06623	304.3195
DB06624	515.96
DB06626	386.47
DB06634	616.625
DB06635	446.4983
DB06636	717.77
DB06637	94.1145
DB06641	461.668
DB06642	-1
DB06643	144700.0
DB06647	-1
DB06650	146100.0
DB06652	533.6288
DB06654	302.349
DB06655	3751.2
DB06659	728.93
DB06660	552.54
DB06662	-1
DB06663	1047.2062
DB06670	525.56
DB06674	146943.1937
DB06677	577.58
DB06678	265.36
DB06679	-1
DB06680	449.5818
DB06681	92300.0
DB06682	347.367
DB06683	260.221
DB06684	441.5249
DB06685	356.81
DB06688	-1
DB06689	343.5444
DB06690	44.0128
DB06691	285.384
DB06692	6511.439
DB06693	390.52
DB06694	244.3752
DB06695	627.7332
DB06696	552.619
DB06697	298.3746
DB06698	136.1943
DB06699	1632.29
DB06700	263.3752
DB06701	233.3062
DB06702	411.5769
DB06703	604.72
DB06704	275.0896
DB06705	957.87
DB06706	141.2539
DB06707	183.2044
DB06708	528.94
DB06709	160.234
DB06710	302.451
DB06711	210.2744
DB06712	385.3707
DB06713	327.468
DB06714	155.2804
DB06715	166.0028
DB06716	288.2766
DB06717	614.4066
DB06718	328.4916
DB06719	-1
DB06720	63000.0
DB06721	447.491
DB06723	78.0036
DB06724	100.087
DB06725	371.81
DB06726	261.3593
DB06727	234.387
DB06728	93.1265
DB06729	314.362
DB06730	310.4299
DB06731	295.305
DB06732	272.2974
DB06733	622.84
DB06734	815.998
DB06735	405.97
DB06736	354.18
DB06737	298.36
DB06738	247.3327
DB06739	354.446
DB06741	375.21
DB06742	378.108
DB06748	1079.281
DB06749	1109.307
DB06750	801.024
DB06751	397.5072
DB06752	27000.0
DB06753	229.37
DB06754	-1
DB06755	536.888
DB06756	117.1463
DB06757	54.938
DB06759	7122.0
DB06760	-1
DB06761	-1
DB06762	245.33
DB06763	912.063
DB06764	200.285
DB06766	307.3895
DB06767	53.491
DB06769	358.263
DB06770	108.1378
DB06771	393.84
DB06772	835.9324
DB06773	3417.9
DB06774	305.4119
DB06775	190.154
DB06776	-1
DB06777	392.572
DB06778	159.609
DB06779	-1
DB06780	372.505
DB06781	508.5515
DB06782	124.225
DB06783	859.239
DB06785	1570.35
DB06786	454.96
DB06787	317.496
DB06788	1443.632
DB06789	428.6041
DB06791	1096.33
DB06792	457.835
DB06793	339.479
DB06794	311.63
DB06795	186.232
DB06796	691.382
DB06797	232.2768
DB06799	140.1863
DB06800	356.441
DB06802	254.2839
DB06803	327.12
DB06804	616.8235
DB06807	229.235
DB06809	502.782
DB06810	1085.1454
DB06811	582.8073
DB06812	-1
DB06813	477.4726
DB06814	331.368
DB06815	127.16
DB06816	382.53
DB06817	444.4163
DB06819	164.2011
DB06820	397.74
DB06821	280.3
DB06822	-1
DB06823	163.19
DB06824	146.2339
DB06825	1311.473
DB06826	382.541
DB06827	685.69
DB06828	226.2738
DB06829	454.335
DB06830	276.1611
DB06831	450.901
DB06832	271.2432
DB06833	332.4818
DB06834	362.425
DB06835	482.53
DB06836	389.878
DB06837	370.3991
DB06838	179.2157
DB06840	202.102
DB06841	453.986
DB06842	278.3468
DB06843	315.2224
DB06844	449.506
DB06845	371.4766
DB06847	358.4363
DB06848	424.579
DB06849	348.4382
DB06850	385.5031
DB06851	184.2371
DB06852	419.907
DB06853	399.5297
DB06855	342.3675
DB06856	381.4433
DB06857	429.64
DB06858	413.5563
DB06859	394.896
DB06860	272.686
DB06861	226.3153
DB06862	277.317
DB06864	240.2094
DB06865	382.4528
DB06866	396.4794
DB06867	294.3844
DB06868	336.856
DB06869	479.012
DB06870	312.4458
DB06871	282.3768
DB06872	294.326
DB06873	382.4098
DB06874	450.288
DB06875	279.2652
DB06876	412.487
DB06877	280.3244
DB06878	323.818
DB06879	412.4358
DB06880	263.3785
DB06881	210.1217
DB06882	399.4882
DB06883	349.4295
DB06884	284.3529
DB06885	261.1972
DB06886	467.5573
DB06887	385.435
DB06888	403.4338
DB06889	288.328
DB06890	240.3003
DB06891	387.819
DB06892	452.1671
DB06893	222.345
DB06894	186.3342
DB06896	458.4163
DB06897	407.893
DB06898	240.2606
DB06899	414.524
DB06900	165.1924
DB06901	168.2328
DB06902	212.2869
DB06903	234.334
DB06904	299.343
DB06905	331.4492
DB06906	183.1647
DB06907	308.116
DB06908	438.903
DB06909	379.4555
DB06910	406.5173
DB06911	351.871
DB06912	264.3169
DB06913	357.275
DB06914	292.761
DB06916	420.4644
DB06917	201.1964
DB06918	249.3104
DB06919	385.887
DB06920	484.907
DB06921	454.477
DB06922	389.3576
DB06923	249.3104
DB06924	209.1986
DB06925	422.4025
DB06926	296.4449
DB06927	265.2634
DB06928	426.1408
DB06929	316.3981
DB06930	318.3724
DB06931	304.2143
DB06932	334.3718
DB06933	432.538
DB06934	170.636
DB06935	234.1982
DB06936	344.4512
DB06937	243.2149
DB06938	461.824
DB06939	327.4374
DB06940	382.4164
DB06941	277.388
DB06942	378.4674
DB06943	311.42
DB06944	291.3471
DB06945	445.41
DB06946	200.1638
DB06947	331.4127
DB06948	323.3922
DB06949	464.107
DB06950	448.494
DB06951	315.342
DB06952	192.1681
DB06953	474.341
DB06954	371.472
DB06955	454.262
DB06956	371.774
DB06957	462.95
DB06958	365.815
DB06959	394.4684
DB06960	341.5286
DB06961	457.907
DB06962	412.4804
DB06963	399.4882
DB06964	388.802
DB06965	298.3575
DB06966	298.3575
DB06967	375.4668
DB06968	218.2981
DB06969	480.411
DB06970	437.963
DB06971	311.3352
DB06972	408.28
DB06973	228.2863
DB06974	468.525
DB06976	366.417
DB06977	383.4457
DB06978	444.075
DB06979	313.459
DB06980	231.2903
DB06981	217.2637
DB06982	374.4739
DB06983	331.3712
DB06984	269.36
DB06985	392.3717
DB06986	332.805
DB06987	266.3361
DB06988	314.3358
DB06989	407.438
DB06990	346.2949
DB06991	346.447
DB06992	326.4078
DB06993	458.523
DB06994	453.958
DB06995	398.3628
DB06996	359.4659
DB06997	422.3842
DB06998	499.195
DB06999	413.826
DB07000	442.439
DB07001	210.296
DB07002	336.3877
DB07003	182.243
DB07004	279.358
DB07005	394.49
DB07006	416.426
DB07007	329.417
DB07008	374.3496
DB07009	277.2741
DB07010	376.839
DB07011	377.4363
DB07012	201.1848
DB07013	465.563
DB07014	360.36
DB07015	339.3916
DB07016	211.281
DB07017	310.387
DB07018	328.4485
DB07019	459.602
DB07020	370.3642
DB07021	318.2964
DB07022	427.474
DB07023	384.194
DB07024	403.406
DB07025	386.4894
DB07026	383.3978
DB07027	369.4326
DB07028	416.626
DB07029	388.3761
DB07030	364.737
DB07031	399.4552
DB07032	226.2274
DB07033	240.2573
DB07034	343.2876
DB07035	406.2177
DB07036	362.3672
DB07037	262.2646
DB07038	219.2796
DB07039	447.2265
DB07040	273.2193
DB07041	428.4864
DB07042	354.4096
DB07043	407.4722
DB07044	492.945
DB07045	441.269
DB07046	498.648
DB07047	283.107
DB07048	338.465
DB07049	417.522
DB07050	320.369
DB07051	245.297
DB07052	311.36
DB07053	476.445
DB07054	465.4439
DB07055	243.2215
DB07056	395.904
DB07057	221.2093
DB07058	324.357
DB07059	398.4588
DB07060	205.2099
DB07061	340.5023
DB07062	493.557
DB07063	376.352
DB07064	324.4168
DB07065	427.31
DB07066	345.803
DB07067	378.446
DB07068	488.552
DB07069	195.1721
DB07070	427.3894
DB07071	263.101
DB07072	419.3674
DB07073	266.359
DB07074	377.3933
DB07075	384.4769
DB07076	373.4476
DB07077	235.047
DB07078	332.3526
DB07079	284.394
DB07080	481.333
DB07081	421.3402
DB07082	341.1729
DB07083	379.4953
DB07084	417.4523
DB07085	364.755
DB07086	260.3282
DB07087	276.3707
DB07088	372.4613
DB07089	427.947
DB07090	334.84
DB07091	386.4879
DB07092	448.5094
DB07093	351.765
DB07094	195.304
DB07095	370.4885
DB07096	212.2041
DB07097	470.155
DB07098	492.945
DB07099	256.2997
DB07100	294.737
DB07101	482.193
DB07102	328.3624
DB07103	199.1635
DB07104	284.3529
DB07105	405.9
DB07106	175.295
DB07107	370.447
DB07108	216.2078
DB07109	194.184
DB07110	193.2605
DB07111	344.4877
DB07112	372.1153
DB07113	469.4838
DB07114	215.226
DB07115	374.863
DB07116	327.2696
DB07117	458.4693
DB07118	176.1687
DB07119	270.71
DB07120	269.3018
DB07121	413.512
DB07122	253.2991
DB07123	293.4027
DB07124	384.4338
DB07125	326.3498
DB07126	402.471
DB07127	455.487
DB07128	344.842
DB07129	179.2588
DB07130	357.177
DB07131	384.5151
DB07132	282.2973
DB07133	365.4687
DB07134	328.794
DB07135	430.5189
DB07136	496.557
DB07137	337.3758
DB07138	436.262
DB07139	277.296
DB07140	358.4363
DB07141	372.4629
DB07142	386.4894
DB07143	351.4421
DB07144	386.4894
DB07145	433.4996
DB07146	398.5001
DB07147	420.4578
DB07148	389.808
DB07149	275.2816
DB07150	263.2906
DB07151	278.3053
DB07152	362.3604
DB07153	356.4189
DB07154	343.3441
DB07155	286.3688
DB07156	426.306
DB07157	450.422
DB07158	227.2618
DB07159	470.4536
DB07160	273.2824
DB07161	209.2465
DB07162	344.431
DB07163	310.3256
DB07164	252.2746
DB07165	492.421
DB07167	339.3883
DB07168	360.4157
DB07169	453.407
DB07170	253.233
DB07171	204.3065
DB07172	318.4504
DB07173	376.1504
DB07174	385.4601
DB07175	354.426
DB07176	223.248
DB07177	350.4492
DB07178	256.3395
DB07179	410.267
DB07180	329.781
DB07181	352.3772
DB07182	389.392
DB07183	396.4412
DB07184	326.454
DB07185	305.713
DB07186	448.541
DB07187	324.74
DB07188	355.259
DB07189	464.5119
DB07190	391.935
DB07192	365.265
DB07193	395.399
DB07194	397.494
DB07195	288.3814
DB07196	203.303
DB07197	373.176
DB07198	251.2369
DB07199	458.57
DB07200	469.474
DB07201	281.3059
DB07202	336.772
DB07203	357.837
DB07204	395.4564
DB07205	417.3541
DB07206	237.2997
DB07207	318.3327
DB07208	310.4284
DB07209	310.4284
DB07210	380.241
DB07211	461.983
DB07212	319.3572
DB07213	427.5016
DB07215	478.484
DB07216	473.031
DB07217	300.351
DB07218	263.68
DB07219	473.5619
DB07220	453.557
DB07221	419.3906
DB07222	334.84
DB07223	397.4659
DB07224	344.3603
DB07225	386.44
DB07226	389.791
DB07227	405.88
DB07228	379.841
DB07229	357.4052
DB07230	317.134
DB07231	431.4822
DB07232	244.2923
DB07233	426.485
DB07234	293.3199
DB07235	436.358
DB07236	277.2741
DB07237	363.473
DB07238	446.492
DB07239	296.754
DB07240	267.2793
DB07241	355.3462
DB07242	377.268
DB07243	285.341
DB07244	355.3845
DB07245	304.3856
DB07246	404.361
DB07247	358.3932
DB07248	377.3966
DB07249	470.949
DB07250	430.842
DB07251	417.846
DB07252	419.842
DB07253	418.854
DB07254	433.869
DB07255	425.868
DB07256	383.788
DB07257	354.787
DB07258	298.3795
DB07259	189.277
DB07260	282.3801
DB07261	453.537
DB07262	276.281
DB07263	495.25
DB07264	459.3
DB07265	400.3835
DB07266	348.4415
DB07267	313.3559
DB07268	321.3333
DB07269	448.4492
DB07270	464.322
DB07271	411.3421
DB07272	435.272
DB07273	318.777
DB07274	414.4532
DB07275	411.474
DB07276	341.3612
DB07277	449.973
DB07278	447.957
DB07279	355.4739
DB07280	400.4763
DB07281	199.2517
DB07282	223.2252
DB07283	305.3704
DB07284	276.3357
DB07285	294.272
DB07286	305.716
DB07287	346.207
DB07288	337.803
DB07289	462.314
DB07290	346.374
DB07291	218.642
DB07292	192.238
DB07293	207.2258
DB07294	399.4552
DB07295	351.3096
DB07296	348.779
DB07297	399.4882
DB07298	253.231
DB07299	440.603
DB07300	365.3859
DB07301	167.2066
DB07302	296.4449
DB07303	306.3617
DB07304	272.1768
DB07305	267.622
DB07306	283.754
DB07307	393.4803
DB07308	236.651
DB07309	390.637
DB07310	320.306
DB07311	348.784
DB07312	377.63
DB07313	291.322
DB07314	333.73
DB07315	330.766
DB07316	453.4978
DB07317	189.2105
DB07318	320.2941
DB07319	316.156
DB07320	401.5008
DB07321	480.321
DB07322	331.386
DB07323	432.508
DB07324	321.3333
DB07325	389.429
DB07326	433.771
DB07327	440.129
DB07328	403.4754
DB07329	346.2729
DB07330	286.3721
DB07331	181.1455
DB07332	351.227
DB07333	476.547
DB07334	435.496
DB07335	269.3018
DB07336	356.3773
DB07337	375.814
DB07338	361.657
DB07339	179.1727
DB07340	393.4854
DB07341	421.5256
DB07342	244.3321
DB07343	373.196
DB07344	266.3312
DB07345	219.3226
DB07346	165.2322
DB07347	203.234
DB07348	280.3594
DB07349	455.4569
DB07350	284.3098
DB07351	464.4056
DB07352	270.2369
DB07353	210.2728
DB07354	322.3346
DB07355	236.3068
DB07356	249.3519
DB07357	263.3306
DB07358	346.431
DB07359	458.555
DB07360	464.487
DB07362	462.451
DB07363	346.446
DB07364	267.3257
DB07365	215.2478
DB07366	334.4133
DB07367	316.3932
DB07368	198.242
DB07369	455.957
DB07370	332.459
DB07371	264.3184
DB07373	284.3927
DB07374	265.305
DB07375	288.4244
DB07376	251.302
DB07377	359.871
DB07378	291.3838
DB07379	403.909
DB07380	259.2244
DB07381	166.1739
DB07382	332.3625
DB07383	277.2397
DB07384	171.1937
DB07385	322.3578
DB07387	194.249
DB07388	263.3354
DB07389	280.3244
DB07390	337.421
DB07391	197.2343
DB07392	215.683
DB07393	368.4107
DB07394	460.5168
DB07395	438.69
DB07396	455.815
DB07397	467.498
DB07398	264.343
DB07400	419.5178
DB07401	403.3875
DB07402	298.3397
DB07403	478.87
DB07404	434.3161
DB07405	382.3667
DB07406	440.519
DB07407	218.2054
DB07408	233.177
DB07409	434.3161
DB07410	448.2996
DB07411	164.997
DB07412	183.249
DB07413	466.641
DB07414	396.459
DB07415	386.377
DB07416	302.4064
DB07418	340.1822
DB07419	416.754
DB07420	386.357
DB07421	411.3319
DB07422	474.2589
DB07423	441.3579
DB07424	484.628
DB07425	328.4022
DB07426	450.3155
DB07427	229.2744
DB07428	229.2744
DB07429	455.323
DB07430	374.459
DB07431	277.342
DB07432	381.3804
DB07433	259.3021
DB07434	457.4366
DB07435	304.3392
DB07436	163.2163
DB07437	276.2878
DB07439	398.4092
DB07440	214.281
DB07441	335.3566
DB07443	278.3053
DB07444	321.3731
DB07445	415.037
DB07446	347.429
DB07447	290.4403
DB07448	361.3719
DB07449	276.3342
DB07450	449.202
DB07451	422.248
DB07452	216.1994
DB07453	272.2974
DB07454	371.107
DB07455	424.577
DB07456	438.5209
DB07457	384.4305
DB07458	438.5209
DB07459	304.3425
DB07460	468.936
DB07461	273.3303
DB07462	259.2143
DB07463	335.468
DB07464	267.043
DB07465	315.41
DB07466	327.14
DB07467	365.835
DB07468	292.3318
DB07469	292.3318
DB07470	278.3053
DB07471	457.93
DB07472	281.372
DB07473	325.382
DB07474	397.4326
DB07476	308.376
DB07477	212.2439
DB07478	186.2066
DB07479	280.3178
DB07480	360.193
DB07481	279.2951
DB07482	212.054
DB07483	218.272
DB07484	269.2506
DB07485	268.3502
DB07486	476.435
DB07487	225.2008
DB07488	355.411
DB07489	348.802
DB07490	322.701
DB07491	417.834
DB07492	412.031
DB07493	341.159
DB07494	348.5011
DB07495	387.817
DB07496	212.2472
DB07497	228.311
DB07498	277.2328
DB07499	324.425
DB07500	338.397
DB07501	458.352
DB07502	322.111
DB07503	285.224
DB07504	458.352
DB07505	416.577
DB07506	208.2106
DB07507	329.3487
DB07508	419.499
DB07509	404.302
DB07510	254.1863
DB07511	262.2628
DB07512	314.72
DB07513	329.778
DB07514	397.4723
DB07515	457.948
DB07516	252.65
DB07517	240.2524
DB07518	210.291
DB07519	351.4421
DB07520	482.493
DB07521	484.485
DB07522	370.465
DB07524	209.2465
DB07525	238.2845
DB07526	409.566
DB07527	392.512
DB07528	396.3652
DB07529	205.236
DB07530	482.4995
DB07531	350.37
DB07533	363.411
DB07534	349.385
DB07535	254.2872
DB07536	437.4883
DB07537	366.4567
DB07538	417.383
DB07539	314.316
DB07540	363.411
DB07541	467.301
DB07542	285.4222
DB07543	298.3795
DB07544	418.775
DB07545	413.3957
DB07546	376.4118
DB07547	398.455
DB07548	432.3991
DB07549	448.4415
DB07550	467.829
DB07551	254.719
DB07552	254.719
DB07553	301.3041
DB07555	369.2117
DB07556	393.457
DB07557	316.4776
DB07558	383.5255
DB07559	347.195
DB07560	303.3993
DB07561	322.3578
DB07562	325.431
DB07563	418.5777
DB07564	329.3571
DB07565	423.202
DB07567	445.55
DB07568	425.484
DB07569	349.491
DB07570	446.5381
DB07571	428.5213
DB07572	349.405
DB07573	265.348
DB07574	431.502
DB07575	270.3694
DB07577	214.2664
DB07578	372.443
DB07579	436.37
DB07580	462.4052
DB07581	271.3957
DB07582	446.5829
DB07583	431.936
DB07584	291.3106
DB07585	274.709
DB07586	417.4571
DB07587	490.472
DB07588	385.3722
DB07589	485.52
DB07590	322.208
DB07591	239.294
DB07592	305.4119
